country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
Lithuania,5.613235171963235,62.95215923295435,7.035933658022062,72.19392804529217,20820.20249022435,2.3837073942275877,72.23041314269787,1.5204103476543416,12019.909713588178,2002
Lithuania,5.846741879861354,65.56476573600206,6.774213596167563,73.28862957719075,21807.173520820557,2.4586304606309364,69.1322604154538,1.5550271645803324,11499.146373994085,2003
Lithuania,6.003413237211819,65.09574851140619,6.832688794061609,70.7426467472108,22281.273572282676,2.339458734739021,68.00444499956669,1.4848114722687098,11279.888132855489,2004
Lithuania,6.23908336931311,67.78873696445734,6.5064413926947715,67.43032144006952,23229.70208223338,2.2275074442939373,70.48552780372324,1.4548670659876812,11782.121640444633,2005
Lithuania,6.4063567555403536,67.04322733149057,6.718957155538578,66.38457213751697,22444.041728570344,2.1255708351579847,68.34220101505373,1.4429854555467256,12175.92178906921,2006
Lithuania,6.60711389255923,67.78974605757662,6.934565051004156,63.450010348787025,21533.72612911072,2.1270250671502544,66.00575935326243,1.4991288054439085,12185.973993432797,2007
Lithuania,6.872155493461172,67.09094943553144,6.707475445416463,64.82995659348303,21414.71444090961,2.2292897373351956,64.11710841915168,1.4481957839425683,11786.901692476436,2008
Lithuania,6.851714993178037,63.93434422638274,6.442077962421811,66.94224310951151,21348.92513934152,2.2081380575880285,61.917011690392265,1.4937709794031482,11567.070420750946,2009
Lithuania,6.745510155542576,63.843306173877224,6.3010329341469955,67.25375339472734,20331.48495323609,2.3136953298786036,63.94767455169809,1.4800995564544754,11867.169349392834,2010
Lithuania,6.706455577852106,61.110719725967364,6.318769075359516,66.24744951087831,20743.80860907158,2.2172630769111046,65.59580476029825,1.4300117808437134,12232.625166894,2011
Lithuania,6.7783912153666535,62.53738275458714,6.229203445012621,63.891359786786786,20305.203498394632,2.3102833451465945,68.18062045326538,1.457422900953371,12375.558132176875,2012
Lithuania,6.4582582236676656,62.377091950306415,6.463963425033884,62.19619801605519,20043.80636956161,2.3080406444226433,70.21576684815906,1.4425293245196489,11791.828016611216,2013
Lithuania,6.475781058610397,62.624041084289516,6.554093024136357,64.7377445024738,19728.46925228665,2.304184109133291,66.8610361028602,1.4548256012810865,11496.12857741682,2014
Lithuania,6.325255506629001,61.186507858833636,6.513398783854915,63.20197195862012,20444.89641383346,2.390918057167053,68.84966717708595,1.4072637111858803,10986.35566504804,2015
Lithuania,6.568148958269536,62.6213589894777,6.724243988924337,61.3203195604341,20476.005548369507,2.278045526820082,68.08679180472673,1.4282823553029829,10623.083976945558,2016
Lithuania,6.6051644702828245,63.769392619997895,6.650274782409553,63.662992938244635,20231.434976087192,2.2413207464911067,70.96602587855192,1.4896009026315564,10642.147570484498,2017
Lithuania,6.6487558481782205,63.27408157579212,6.617701276647818,66.73526720113384,19953.418347590145,2.176474867460964,69.30578480418573,1.4470406436964092,10307.723682195208,2018
Lithuania,6.596599415526719,60.413472759503605,6.449985314334416,69.19906832893554,20288.604638233744,2.1566418023388514,67.75385942649055,1.4559102291843489,10009.538744163332,2019
Lithuania,6.794645272094306,58.878821968764996,6.520230042729253,67.58427797750647,19505.69779473992,2.1943982440949386,70.15547401629728,1.4693946899846786,9601.54141141363,2020
Lithuania,6.756640197583611,60.3913226348251,6.809163620216721,68.35764275095346,18864.417884859737,2.2234726353456202,68.39120033460821,1.4949243608832092,9231.614164131963,2021
Lithuania,6.988797816493708,63.05349616758165,6.930471975819194,70.62038457865363,18202.44334686372,2.2971736634212996,66.48342006590966,1.5492086071483206,9148.815512209554,2022
Lithuania,6.986811631746737,65.09901038765646,6.957065161865265,68.8197568007804,18246.02715995822,2.288567032986115,69.12908093688976,1.624934775519843,9381.967825640084,2023
Luxembourg,2.846882911598429,179.13216440883056,7.521804813999883,148.984972680562,91055.1855518995,3.494161046967456,78.41666766045306,1.555908875665718,108599.16147156485,2001
Luxembourg,2.9393208594952345,181.97778485766938,7.565793417461585,147.70218324017085,93279.9231468987,3.58710118018117,78.36428794982992,1.480644876930278,104749.62021172876,2002
Luxembourg,3.009952260384243,186.53251556149104,7.538990649977013,148.2122194012049,89532.15597773489,3.422729146535063,80.38244895198925,1.5210721148260284,107228.31240582344,2003
Luxembourg,3.036482967459988,191.11310988789083,7.840343756635773,144.12755921108578,86126.81445570111,3.399531628032641,83.74666032901823,1.5369485851929752,103036.22614210792,2004
Luxembourg,2.9420083765478653,197.73940701753796,7.866402979736896,146.649074495316,86495.14212170105,3.5271977257211518,86.56339501197448,1.493562636264082,98897.51633685932,2005
Luxembourg,2.9544109753308527,205.85620443377996,8.097617173507125,139.68875745229622,85598.76448691258,3.3719821019330607,84.20612788896182,1.4722213213494453,101217.80324932205,2006
Luxembourg,2.9857349773135913,199.6467717713526,8.3260609369862,142.93972117827036,83468.10780252448,3.316052245506768,80.48320168950345,1.4333144865410727,99800.28934962541,2007
Luxembourg,3.037819634069633,208.5568102885857,8.63740141554836,136.0110167305533,85639.0563632936,3.29103457137822,78.37783212900239,1.4353036283358738,97016.62851721163,2008
Luxembourg,3.1550506208967684,209.42879697625128,8.689629934489997,136.65407213817087,87255.58819605409,3.203568425021705,81.00290708406946,1.405872347827503,98807.19255470349,2009
Luxembourg,3.077458616142368,202.1539814300238,8.97040841792644,138.8301769877937,83139.03567454356,3.304725792120817,81.3101769436032,1.418846804063762,101499.30275582365,2010
Luxembourg,3.2284705283652047,202.1433783587503,8.622107908758087,143.52961125192724,81514.724053007,3.349069241127844,79.30566767208357,1.4275209994164495,98055.63075999224,2011
Luxembourg,3.156075381951078,196.88854328623174,9.016149158272059,146.35416352873506,81115.50453007464,3.495556390965228,81.90187836054146,1.4196911456317716,97272.14793898822,2012
Luxembourg,3.048664350514676,204.2994913138838,8.925728535247423,147.2178368742701,80765.24811280692,3.418214254345275,78.85856634147348,1.384408292511403,95753.52849805105,2013
Luxembourg,3.0541241467581606,208.88498391491544,8.801037676293438,143.99024679039871,82638.69002280763,3.3858270152961185,80.33292616165596,1.3152973324121373,97876.19530122784,2014
Luxembourg,3.0074051610133608,205.03677162966125,9.20950421783457,138.95187860031558,78797.88959699882,3.4765100617759757,78.36276407851214,1.2530211038500059,98234.74468735716,2015
Luxembourg,3.0785598147487216,212.38693460041043,9.08978076003092,143.37717541297127,81290.57875417995,3.490560333345088,75.51185806616941,1.2828687796085,96759.55131786558,2016
Luxembourg,3.048667423689935,219.30755919398786,9.338994958447412,143.89577651445111,81260.22475396053,3.4753984098758686,74.7776799447845,1.245230342837529,101349.17413529249,2017
Luxembourg,3.1009365170031864,213.84514911462705,8.925106518724128,142.90433910829904,84578.67507381896,3.543103673147144,71.71835690860786,1.2037401726993038,96831.98144698043,2018
Luxembourg,3.1717041347625585,224.1331152404416,8.84634267016397,135.91422981807278,87592.62214499191,3.4501801062358655,74.4863026721304,1.2402820944860689,100822.40509211227,2019
Luxembourg,3.071660498393435,228.95790142437656,8.906683491067456,141.80523629114342,85161.77939207671,3.480849872868129,71.34536842811497,1.2560808705590525,104116.60358761354,2020
Luxembourg,3.171702029091073,229.44119484813615,8.986406392191771,148.1651177884512,85241.97669671445,3.3111879355126255,68.51078707568391,1.2645511717650306,107676.31768521424,2021
Luxembourg,3.197772533307033,222.2328009784358,9.232427183648294,154.67437094210618,81336.10435411433,3.449377394527234,70.57792257391128,1.2655728982154222,103447.3988274911,2022
Luxembourg,3.3293663817558103,213.98739178348896,9.572559166396148,155.77599839646976,83796.0275209441,3.4883901294587187,67.14365162111386,1.2140199462110595,101585.94599283638,2023
"Macedonia, FYR",10.10447439369256,38.812861875897866,7.135462047733969,59.57970143668096,11136.525995832304,2.131272921327616,76.06060721846436,1.433685496245003,4374.062828927096,2001
"Macedonia, FYR",10.474708279568262,37.32134482659216,7.174518531950642,58.990798242586166,11355.648265329384,2.105893952642147,78.85778564371452,1.4166360380966476,4239.785770894603,2002
"Macedonia, FYR",10.661502442891614,39.14771893288781,7.416758630760379,60.80766614947615,11082.603963292206,2.148466111176681,75.67462207410438,1.450411713121669,4268.436381605392,2003
"Macedonia, FYR",10.487265889975424,37.215929772787746,7.668905324397249,58.73262239248499,10802.245052724524,2.1354994893386783,72.94436507518475,1.4091086170619607,4342.433529038337,2004
"Macedonia, FYR",10.235598215811956,38.32192560438692,7.947032772521935,56.4498874810756,11080.120298797085,2.1405073700826276,72.42691049832484,1.4121613097151429,4221.3705939951415,2005
"Macedonia, FYR",10.134526224600494,39.60873845088524,7.698692415077746,56.58469767726098,11532.741211135879,2.080708150893852,73.14049454720661,1.4334749665281352,4364.482030386735,2006
"Macedonia, FYR",10.046610353426399,40.016373191945846,7.5609842764348505,55.40407382225076,11933.7336612966,1.9820178850254528,70.01955047477921,1.4900184484726913,4329.776503144148,2007
"Macedonia, FYR",9.72964777098436,40.59353168923462,7.494166463640347,54.210201131252184,12058.85501389004,2.0312268787393912,68.3233682995526,1.475190881569632,4303.85105084589,2008
"Macedonia, FYR",9.279934998012322,41.821838706478374,7.3925370902466545,56.57876246051317,12080.285169432864,2.0253755985027504,69.0312383501434,1.4270624260667266,4159.519997748083,2009
"Macedonia, FYR",9.32628396615278,43.60330013317356,7.035089118167034,55.06718925243849,11908.959014801694,2.0599793262778947,72.0688301504497,1.389577789767813,4241.166346939026,2010
"Macedonia, FYR",9.333477789332498,45.10271504401725,7.224601964708059,53.881742389000365,12232.367484985625,2.1131054428081906,75.34135890304454,1.3863344541562945,4332.615210300823,2011
"Macedonia, FYR",9.580903816860998,44.58637240584876,7.077062325299999,53.93296591269063,12152.132867114746,2.0301875356746724,73.5946983779061,1.3565012464305164,4531.231725032498,2012
"Macedonia, FYR",9.627270980358102,45.00054851297187,6.847920784774785,56.432435071217384,12044.641782702844,2.126634745286918,74.9557074529515,1.3886173448729089,4740.634385401863,2013
"Macedonia, FYR",9.434540795802093,42.78127677991453,6.694276992869472,56.39271200603695,12242.50491783925,2.041326599102622,72.12101060441161,1.3831921378562289,4722.938635559682,2014
"Macedonia, FYR",9.094135166804694,43.96938121663563,6.935809020542308,58.6484078363311,11996.913330887834,2.106305602161425,72.48340829181409,1.4092235993955198,4888.965726365916,2015
"Macedonia, FYR",8.865865106414336,45.3624874566022,6.984331589365806,58.087110750376745,12369.445177939186,2.1570313293336056,73.46764170483725,1.416857383930872,4819.388416899636,2016
"Macedonia, FYR",9.027369653215631,45.24552498190225,7.218897594578568,59.095652728468686,12962.61664345552,2.2284240360155003,77.08947507353207,1.4123200296113319,4781.680052269081,2017
"Macedonia, FYR",9.112393370299166,45.75478188774099,7.109588422517498,61.54021532298835,12962.146701188713,2.296199607361001,79.64277593469228,1.474327770372056,4929.282968503978,2018
"Macedonia, FYR",9.208692204553957,45.639340316280446,6.7618993078306175,63.45917991842421,12673.894408674336,2.2163167272580644,77.69152542923011,1.5202416658236426,5106.40819071247,2019
"Macedonia, FYR",9.006173388716315,44.99945393864857,6.602564545896686,60.77128061015072,12175.736393927344,2.1804131563514435,81.25310779522295,1.495865632589514,4922.21906278637,2020
"Macedonia, FYR",9.140212574770139,46.84035579702982,6.294106351125349,63.52654434739968,12346.594039522935,2.1589834910081707,80.27578625970146,1.4639083952293905,4944.559242314859,2021
"Macedonia, FYR",9.150465128658453,49.0604381344718,6.296984227006012,61.62892990025178,11970.841169305553,2.1647575356327735,80.48599811102439,1.5029948923286962,5096.551696734163,2022
"Macedonia, FYR",9.169624219202955,48.042830648780146,6.531439470306836,63.005101496515884,12161.04402939321,2.089876936814097,79.00085115353532,1.4361129414506186,5038.086975196216,2023
Madagascar,61.75202864758817,24.353196602154632,3.793158841225765,42.270251331771206,1366.2503743107063,8.574423090074275,60.80860271278419,4.569848840386872,404.13981585383686,2001
Madagascar,63.22813917678271,24.04045790270754,3.8200073740088842,42.860750184039645,1395.9400111014406,8.56970257958976,62.039119219880085,4.472493680010017,393.6327546367151,2002
Madagascar,64.96652416432664,25.068048973617703,3.764871422612755,41.48175067351059,1388.0103202885198,8.571125013421074,63.55367775430699,4.299928251239426,408.9556013840758,2003
Madagascar,61.749759412565126,25.883507885652794,3.65254104414924,42.536694204600145,1365.971343775575,8.297315771829311,60.42281396984217,4.409983218948633,411.2781672735546,2004
Madagascar,63.57020216433052,26.80730859447239,3.6154651990038955,44.024997359396664,1311.062579271985,8.57409089878437,62.65807118013253,4.603787761013172,415.46411629623003,2005
Madagascar,63.64093776658832,26.600972715113663,3.651968032808887,45.042011028940856,1368.0766924049392,8.43448972044114,60.714688185158174,4.812036794170107,404.071552201607,2006
Madagascar,62.29470908799402,26.40877256470207,3.6657273794423695,45.361815556260666,1358.03429435932,8.604525479445323,61.02443177117076,4.972290587371584,392.7028805896013,2007
Madagascar,62.37642465370581,27.6570745698386,3.7380813286712464,46.50922644840182,1336.3966894257283,8.761232469935461,62.48495035387519,5.012588689142617,395.478329786546,2008
Madagascar,59.858729058908736,27.91801576711169,3.7783341210149555,46.59841581473907,1352.0031508756604,8.922508746885152,59.563749762226976,4.948657184593405,404.30594837702887,2009
Madagascar,59.58378445381664,28.82945733553093,3.928401062305092,44.533374802945026,1370.4144447140584,8.735072467000476,60.480903725764534,5.15859302640609,422.9320736581489,2010
Madagascar,57.65496148179041,29.370612789440766,3.955859147321152,46.06228525472672,1337.1947249441814,9.045493171306088,60.61355060845685,5.267879934448559,442.86546921474996,2011
Madagascar,59.0327084608885,30.27890680057719,4.02561918882673,44.47678987754538,1382.5577698535897,9.354639259872505,61.29057780751137,5.488132948281852,431.025099020741,2012
Madagascar,57.21479969457035,28.89254299717002,3.8551861052571166,43.55596052606736,1439.232259719413,9.344889169847335,63.68207151891709,5.578738106811796,452.11849003885834,2013
Madagascar,59.68635289619032,29.206081183264804,3.9241670324072033,44.86896978772134,1376.8675153977622,9.51281298275245,64.64703172073266,5.498537616151976,456.9461329886872,2014
Madagascar,58.86884292442095,30.084425641752652,4.081442775929868,46.80741179605282,1397.142038127745,9.199113968041006,62.9863806783772,5.3684764888530045,455.75712254424064,2015
Madagascar,58.760476782021684,29.345818541450754,3.937380902622125,47.039468373975836,1372.8623031518844,9.216508782563613,61.35026086003752,5.485070075267318,469.79600112798147,2016
Madagascar,61.00795014527547,30.489868796249706,4.053694808901422,45.009732150002556,1400.2532638286948,9.2879046735175,60.118272180970024,5.250170993868605,484.3029171607719,2017
Madagascar,60.82174547561536,30.37567576611393,4.084239063158557,45.98342415930372,1408.4723365903362,8.90161089849895,59.656084021589834,5.074290888911599,482.72861974680626,2018
Madagascar,58.980018985766606,30.974372188544603,4.0541240673984245,44.34780045287309,1386.140992625619,8.696617031006774,62.49861792929976,5.164220535445325,471.77498936991253,2019
Madagascar,59.56403925799963,30.662609185343705,4.160631123585871,44.94072480035014,1330.423834501934,8.65481392736792,63.3340549862289,5.060165566685097,457.91694740522405,2020
Madagascar,61.83578909801387,31.634084395615535,4.187450871810587,46.83272142507957,1279.5255869994762,8.46665528849233,62.00096323787485,5.00241136329876,480.44256277684127,2021
Madagascar,64.82887473148408,31.833966549703803,4.308769276833924,47.31107270094508,1235.1570928975207,8.11186275715427,64.37227209598173,5.225917837801809,477.43078109135377,2022
Madagascar,65.07297349777208,32.3029902444091,4.145416466065094,47.80073656696912,1181.887158798715,8.161673357238218,66.43485207097524,5.286109500192321,455.60954262116354,2023
Malawi,86.27041849631811,22.680115025911906,6.599377013455902,35.40190095753762,985.0824806912889,11.615222927104828,51.762037723604024,5.555602239320834,439.91015602664675,2001
Malawi,85.40100596922504,23.322977514279987,6.865101765998798,37.15044471343943,957.01249495636,11.075789288629002,53.968117748732574,5.480793151118744,430.13268822872476,2002
Malawi,89.13713623162931,23.61373990769175,6.939232862996317,37.13475185688676,928.1133533927082,11.07524244404494,56.022065581674966,5.738247297086975,441.0105853424155,2003
Malawi,92.23536075276209,24.088498349864825,7.25451039142526,36.7558070428681,956.6611066942578,11.350133513537674,57.467122441459686,5.559384274121991,449.7514777780654,2004
Malawi,88.99342380496931,24.567220138678202,7.158987368484501,35.765742605963055,963.8866516182592,11.639658346034478,59.244222948593354,5.833887000273379,453.1842551448191,2005
Malawi,91.22192350117109,24.065765383160482,6.817006416408665,34.45238945287323,933.9488043010386,11.808265740685894,61.979050473201305,5.705721897884053,442.6231239520106,2006
Malawi,92.08402040054268,24.175710393543323,6.900509785942947,35.96133509745141,915.6574456915282,12.148155424835776,65.05669811309669,5.70451172325746,460.50716564384606,2007
Malawi,92.31696411149645,23.674401460524052,6.845917994348685,34.40068788251308,912.7287505355305,11.605593962219551,67.78079026980686,5.9613702202129515,479.9050915278956,2008
Malawi,93.14332303020781,24.18913699359601,6.528112608603271,32.99272985838414,951.8345179624522,11.73294630906906,68.29572419426876,5.945585490664877,461.1838562137744,2009
Malawi,89.46178097973731,23.952010819116758,6.77379154009517,34.30769142581988,934.4080536022252,11.327691444023678,70.97648476141428,5.827354544063375,469.211516370902,2010
Malawi,91.08719702903886,24.70951458806562,7.111395343789788,34.93850332970015,945.4343525580782,11.79449526658379,69.1925105754841,5.549053441421482,455.03903086287875,2011
Malawi,88.76370912421012,23.534799180424482,7.303033098700644,33.70357849483928,991.434557474049,11.638374151345516,71.43621057148832,5.818140491517729,469.6146695959139,2012
Malawi,88.57447091167245,24.04875800019343,6.986185219601331,32.60307755248774,985.1609316486691,11.29646150545708,74.76036803634075,5.667464296488209,459.63949656909364,2013
Malawi,90.34220203826311,23.02465877247324,6.752199612735939,33.88851285698225,982.3228428743657,11.357560193344234,73.53538840968245,5.414728839733934,455.36161726872575,2014
Malawi,94.73332242471771,22.26198345281394,6.4262097650680365,33.24174046834421,1010.8959157581392,11.428173572713838,75.02934319675771,5.632937265208678,439.9488385014762,2015
Malawi,95.59714384532087,22.695392198815192,6.321669962447443,34.86698861672444,1028.333254970808,11.413120452496464,78.37298315884769,5.527079771694265,455.5020870249449,2016
Malawi,93.01290506732661,23.79015045925242,6.31444040563669,36.609606481970424,996.8844360704414,11.511760000869941,79.39628191912158,5.703523810518598,432.9899738229336,2017
Malawi,93.77276700634792,22.933961759307977,6.203172504427407,37.06283537921182,1023.8736516603574,11.923864426718117,80.14861483448294,5.719156298124265,428.5410487008194,2018
Malawi,89.70868387011397,22.302098344969682,6.228146452217551,36.90489706448303,1029.494729796119,12.302463062366424,79.58658243646393,5.8805449446415645,433.3774360783483,2019
Malawi,90.89797386943752,23.185572498009396,5.986913272111348,35.798163857136856,1040.8350017803587,12.348895741548011,80.12430474928048,5.713474466039369,422.51470966197877,2020
Malawi,92.78868058862649,22.988312793153842,5.702420323060876,36.09478284132555,1011.8630843616802,12.128462038796435,82.63215793112721,5.909609337528508,437.1575118326925,2021
Malawi,97.10305794413823,22.260530271364075,5.932715903184436,36.33490232487938,1029.3324666065407,11.957832119627913,84.13160438380541,5.7792362875961025,445.73500307528843,2022
Malawi,98.90004293029355,22.536465023501197,6.006338439165058,37.3884129698872,1040.6168846859746,12.11580266873866,82.3213575757083,5.829307441024779,437.194308672181,2023
Malaysia,7.6819229482010085,86.64554835657444,4.4284395928824525,69.89654085356814,20612.17881271419,7.341032041839608,74.04829977996876,2.045273616654071,9023.950963951855,2001
Malaysia,7.309199535341748,84.25667492822883,4.335074724224208,69.79574054730524,21270.78883605977,6.991038031765063,72.27722798125646,2.0015718994179528,9310.103273858413,2002
Malaysia,7.034881857752107,84.50310999258998,4.199451284854238,67.88121001157806,21865.069056125147,7.3388962349006235,69.98338811949347,1.9204404080773432,8967.366064739846,2003
Malaysia,6.746680382942032,85.5002845964435,4.00513024466704,69.82956293715328,22431.62093554364,7.70376500636946,69.36570654050529,1.985412430035701,9383.75228109691,2004
Malaysia,6.715824738635047,81.50077189320739,4.028145117926175,71.2260974846868,21630.864826863373,7.420332867600007,68.04839405569639,1.8964906805282957,9610.25470690652,2005
Malaysia,6.420151262939527,84.8817294784978,4.137808996864284,72.94870131524767,21021.24261464886,7.4637235346657365,69.95785955319681,1.8033615475533826,9781.452262328807,2006
Malaysia,6.703923072565119,80.76185517240744,3.980885900393859,75.03799892902643,20252.995467082463,7.37461849957809,68.63657935818533,1.84166881249709,10265.392878845452,2007
Malaysia,6.610877417434227,76.94430049671395,3.821263701579958,74.75050258537593,21122.14068520376,7.555450743961577,70.90467922044733,1.7879318163358808,9836.869722883785,2008
Malaysia,6.448732776026391,75.45142132309446,3.75099713083536,78.19747047207365,20881.931294664115,7.213020462068075,69.44318434457917,1.8439170371560076,9520.145006105913,2009
Malaysia,6.316255686756912,73.62612043353562,3.905251742482802,74.56456345325597,20942.538753636018,7.158231198090573,71.95906244367413,1.8473590643026079,9985.07534525462,2010
Malaysia,6.232435389761017,72.37445198306249,4.076523618858208,77.57251324798621,20461.57187700652,7.202336761459862,71.14727076228934,1.8644448743684139,9693.128314813117,2011
Malaysia,6.3498476322849635,70.96405777582066,4.133886588292235,75.302753268184,20872.87708086483,7.329476682339623,72.40912203646752,1.904204523839407,9879.965043943019,2012
Malaysia,6.525695894054942,70.97132606177952,3.9722876086408863,77.8914278784808,21706.481837570802,7.056023888538071,73.84047700040925,1.97736919304915,10220.48929353738,2013
Malaysia,6.460074080763819,69.92980681980525,4.04209778240466,77.83336330699365,21028.95720221199,7.272054847512321,76.31048842943541,2.0066248056142886,10336.054176312531,2014
Malaysia,6.4136356432506165,68.3823243016958,3.9295706402305437,80.50302572281946,22073.759419828777,6.942821448276822,79.41584453121038,1.9487273436793124,10429.095781737182,2015
Malaysia,6.33070403163746,65.44550322586767,3.9065586830980212,81.55144967563807,21804.927262892037,7.257747888781152,76.9274136162108,1.922981107763417,10258.49923452858,2016
Malaysia,6.090373937160677,67.31958192444093,4.005448101407741,78.86822349442501,22175.146786729696,7.343827209379436,73.72298866927223,1.9931619180649236,10444.466741643573,2017
Malaysia,6.115453533501637,66.20492795544796,4.178986401416235,82.05184282246097,22016.488375031204,7.412987280777873,77.08275503207116,2.070298833892267,10123.663172456769,2018
Malaysia,5.8460542973375835,64.73573670528228,4.147178939048355,78.77573491864284,21876.535128794487,7.444326061224752,79.0873899216051,2.11059502570702,9975.848348753503,2019
Malaysia,5.958432219005958,61.774363736885824,4.059683630000561,80.44812198706653,22427.936548187026,7.5864985494544745,75.27643924029664,2.0758162240724447,10111.482986964153,2020
Malaysia,5.807974960154214,64.66719431207379,3.909137274117461,84.25205763436621,23239.67441314033,7.878833179057189,78.02935289395609,2.055936086684557,9769.271676945442,2021
Malaysia,5.8596044807141885,65.12177699050248,4.03349797189051,87.7778373217769,24344.64127207333,7.593072180680316,76.64572017300543,2.0287347936799347,9864.080792006027,2022
Malaysia,5.880485586857117,64.49588083998832,3.936339746520202,88.69871001823932,23488.661814011153,7.326574858720539,78.95192568128545,2.0592979399541576,9619.482321467278,2023
Maldives,13.808077322683728,80.6418517412757,6.449555864076226,64.95076671462304,10104.537254544728,2.761758951938197,77.50835334799744,2.1199667211947295,7397.654647374022,2001
Maldives,14.072811529615935,77.34568051531117,6.409391541356874,65.85920358827514,9821.930573007701,2.7542440134177864,78.33411765340962,2.0517455820435186,7571.305130721791,2002
Maldives,14.381063835220097,76.82536238698528,6.368313147429223,67.54829934180293,10214.293900062894,2.8895658817589474,78.78887127806227,2.00334470211337,7594.674657990387,2003
Maldives,14.622504343219259,73.27823985035796,6.056749894384424,65.4148421478072,9754.903345985364,2.767791437700475,75.29544595554248,1.953286423438181,7815.998121331452,2004
Maldives,14.824357537321472,73.59303119014233,6.191064949942784,63.06291224395084,10065.559483255616,2.664539640373921,73.22519249211055,2.022088577666021,7460.771718304375,2005
Maldives,14.572421759590172,69.97541956645144,6.058372727481784,65.92285336986738,10239.695564448355,2.5899057260494467,69.66864711608395,2.1079304078487255,7277.184304787012,2006
Maldives,14.572536273335269,68.10591503140625,6.0667610562605345,68.76560475547886,9766.073717371444,2.499979024556691,68.03968182843929,2.083442158143375,7608.600649172979,2007
Maldives,14.084948429864362,69.16800834419621,5.857193022109555,67.98633250476799,9630.63786061418,2.462543096081399,66.02549513538423,2.149536305971467,7895.84848829258,2008
Maldives,13.64510020490833,72.47009520801005,5.57071322890474,68.0948573875371,9939.394924817896,2.4410968901997214,64.79674093542698,2.1690880685374734,7621.171524407109,2009
Maldives,14.231248950481238,70.40469288862236,5.40040603397189,68.0358876958387,9869.60625575447,2.328606662279942,65.7201892881694,2.142694602596944,7833.442786503903,2010
Maldives,14.542651861628931,67.01732296932765,5.388992535640464,65.08908647686735,9726.317774785104,2.2880395388931083,63.10759350903203,2.1182541134972035,7968.370042594055,2011
Maldives,14.171565130378516,67.31582215138101,5.164100578394476,66.67648816742431,9949.373346796985,2.3833620569228247,59.96275318417803,2.2188105311582498,7604.561921589713,2012
Maldives,14.335150935797065,70.38688866881219,5.124432394506735,68.21778329137327,10332.291602073275,2.28662256813403,60.721916227037326,2.185502178940202,7592.920011080096,2013
Maldives,14.124596099755935,70.11440629611516,5.09265788816057,66.00476076072562,9857.626060518513,2.257973741903835,59.74212822813252,2.106178745591809,7560.089358070733,2014
Maldives,13.908926536374182,72.79799383452722,4.884051453114205,65.90431130025816,10023.565653638998,2.1977339810324663,62.05295359297455,2.138207969144246,7573.043575719194,2015
Maldives,13.671756716452872,74.22203700104482,5.044997314807994,64.38792905355521,10279.873034626235,2.3029870536382417,61.60903879290939,2.161507439474747,7202.429803362836,2016
Maldives,14.080382983648825,77.77674354299266,4.86812637841136,63.10463093026946,10027.113677857307,2.2053830156862326,58.55236231267637,2.132556211812135,7487.51847605702,2017
Maldives,14.72206862747884,77.82302761634718,4.909513275077574,60.39825006637831,10275.126835409681,2.181716567188629,61.30318507701897,2.05146413202407,7230.496661760959,2018
Maldives,14.006311226266227,76.12277732042277,4.864210221825985,59.20663145018985,10529.021136524701,2.109051607151508,61.474946930838506,1.9639163505586166,7130.07941001588,2019
Maldives,13.504544900819617,72.74592243485547,4.85239468877376,56.598693455553246,10185.107018264083,2.131866469572309,58.72977093552688,2.057422935753459,7035.795390767289,2020
Maldives,13.131577986147205,71.11225897219241,4.919175624847109,54.44434304888671,10655.447405978683,2.137309282986489,57.97229309237808,2.1071352879434397,6937.557707075325,2021
Maldives,13.329805000743267,68.02469043423731,4.902223006622536,55.138147038597296,10977.977873350035,2.2049322630518313,55.317770158105894,2.090745115995306,6940.205231884448,2022
Maldives,13.774673873045023,68.52881030995074,4.740619622863933,56.925467900124225,11168.335598098076,2.161917040363218,57.46661269233172,2.014013755274967,7193.558432642333,2023
Mali,135.94324698709994,23.061323866176114,4.875664573201823,36.442064844979456,1824.306000870433,4.278377845734916,60.896854827960375,6.325399198026115,700.167551999982,2001
Mali,140.5778802305561,23.583449769110242,4.80859082738841,37.908946935824616,1858.214979919311,4.072111057094408,58.2387027950126,6.5722998294182515,685.5939555555605,2002
Mali,147.03486681493538,23.417615847918015,4.814401457903861,38.975041957187635,1789.9551545626605,4.270649279239497,58.69591476342444,6.704508879438879,651.6750751664142,2003
Mali,147.185477797661,23.092799832041674,4.808392904001752,38.288843680371095,1847.9745770190239,4.142548587015747,60.902139480266065,6.418785114940787,630.3308616851214,2004
Mali,151.12230944800837,23.766022147102248,4.768570518302904,38.235843309811976,1924.186993447955,4.12695085563169,62.595495823712355,6.206933161760003,627.9387257280184,2005
Mali,157.39403722157448,24.50813137058631,4.928573887775276,39.19011057095955,1874.5491505926416,4.253644219188946,60.828300184965556,6.48495200859895,604.0329740946694,2006
Mali,163.05542541236227,23.438801163163596,4.832171716474736,39.3052993504129,1957.005104901927,4.065883807527259,59.52942267187773,6.782803075968103,612.4613933719193,2007
Mali,165.02076700641678,22.276443353092436,4.831301509074383,40.16003648080993,2052.72362915074,3.991032939732942,62.14051115584632,6.768950702205503,629.3454848555524,2008
Mali,166.43998233210297,22.214647426242117,4.685318592759947,39.27941053570416,2074.129739459625,4.135638795708937,63.332792988454486,6.677087753558176,651.3786444347193,2009
